User,Agency,Route,Run,VehicleID,ForwardEnd,VehicleCount,VehiclePosition,DepartureStop,ArrivalStop,Date,DepartureTime,ArrivalTime,Notes0,Notes1,Notes2,Notes3,Notes4
Seanny,BART,,,4142,,,,,,,,,,,,,
Seanny,BART,,,4143,,,,,,,,,,,,,
Seanny,BART,,,4144,,,,,,,,,,,,,
Seanny,BART,,,4145,,,,,,,,,,,,,
Seanny,BART,,,4147,,,,,,,,,,,,,
Seanny,BART,,,4147,,,,,,,,,,,,,
Seanny,BART,,,4147,,,,,,,,,,,,,
Seanny,BART,,,4152,,,,,,,,,,,,,
Seanny,BART,,,4152,,,,,,,,,,,,,
Seanny,BART,,,4148,,,,,,,,,,,,,
Seanny,BART,,,4148,,,,,,,,,,,,,
Seanny,BART,,,4156,,,,,,,,,,,,,
Seanny,BART,,,4160,,,,,,,,,,,,,
Seanny,BART,,,4160,,,,,,,,,,,,,
Seanny,BART,,,4161,,,,,,,,,,,,,
Seanny,BART,,,4161,,,,,,,,,,,,,
Seanny,BART,,,4161,,,,,,,,,,,,,
Seanny,BART,,,4162,,,,,,,,,,,,,
Seanny,BART,,,4164,,,,,,,,,,,,,
Seanny,BART,,,4165,,,,,,,,,,,,,
Seanny,BART,,,4166,,,,,,,,,,,,,
Seanny,BART,,,4170,,,,,,,,,,,,,
Seanny,BART,,,4172,,,,,,,,,,,,,
Seanny,BART,,,4173,,,,,,,,,,,,,
Seanny,BART,,,4174,,,,,,,,,,,,,
Seanny,BART,,,4174,,,,,,,,,,,,,
Seanny,BART,,,4175,,,,,,,,,,,,,
Seanny,BART,,,4177,,,,,,,,,,,,,
Seanny,BART,,,4177,,,,,,,,,,,,,
Seanny,BART,,,4180,,,,,,,,,,,,,
Seanny,BART,,,4180,,,,,,,,,,,,,
Seanny,BART,,,4180,,,,,,,,,,,,,
Seanny,BART,,,4182,,,,,,,,,,,,,
Seanny,BART,,,4182,,,,,,,,,,,,,
Seanny,BART,,,4182,,,,,,,,,,,,,
Seanny,BART,,,4184,,,,,,,,,,,,,
Seanny,BART,,,4184,,,,,,,,,,,,,
Seanny,BART,,,4186,,,,,,,,,,,,,
Seanny,BART,,,4188,,,,,,,,,,,,,
Seanny,BART,,,4188,,,,,,,,,,,,,
Seanny,BART,,,4189,,,,,,,,,,,,,
Seanny,BART,,,4190,,,,,,,,,,,,,
Seanny,BART,,,4192,,,,,,,,,,,,,
Seanny,BART,,,4193,,,,,,,,,,,,,
Seanny,BART,,,4195,,,,,,,,,,,,,
Seanny,BART,,,4197,,,,,,,,,,,,,
Seanny,BART,,,4201,,,,,,,,,,,,,
Seanny,BART,,,4204,,,,,,,,,,,,,
Seanny,BART,,,4204,,,,,,,,,,,,,
Seanny,BART,,,4207,,,,,,,,,,,,,
Seanny,BART,,,4208,,,,,,,,,,,,,
Seanny,BART,,,4208,,,,,,,,,,,,,
Seanny,BART,,,4212,,,,,,,,,,,,,
Seanny,BART,,,4212,,,,,,,,,,,,,
Seanny,BART,,,4212,,,,,,,,,,,,,
Seanny,BART,,,4217,,,,,,,,,,,,,
Seanny,BART,,,4218,,,,,,,,,,,,,
Seanny,BART,,,4218,,,,,,,,,,,,,
Seanny,BART,,,4221,,,,,,,,,,,,,
Seanny,BART,,,4221,,,,,,,,,,,,,
Seanny,BART,,,4221,,,,,,,,,,,,,
Seanny,BART,,,4221,,,,,,,,,,,,,
Seanny,BART,,,4224,,,,,,,,,,,,,
Seanny,BART,,,4224,,,,,,,,,,,,,
Seanny,BART,,,4224,,,,,,,,,,,,,
Seanny,BART,,,4225,,,,,,,,,,,,,
Seanny,BART,,,4226,,,,,,,,,,,,,
Seanny,BART,,,4226,,,,,,,,,,,,,
Seanny,BART,,,4226,,,,,,,,,,,,,
Seanny,BART,,,4228,,,,,,,,,,,,,
Seanny,BART,,,4230,,,,,,,,,,,,,
Seanny,BART,,,4230,,,,,,,,,,,,,
Seanny,BART,,,4232,,,,,,,,,,,,,
Seanny,BART,,,4233,,,,,,,,,,,,,
Seanny,BART,,,4242,,,,,,,,,,,,,
Seanny,BART,,,4243,,,,,,,,,,,,,
Seanny,BART,,,4245,,,,,,,,,,,,,
Seanny,BART,,,4247,,,,,,,,,,,,,
Seanny,BART,,,4248,,,,,,,,,,,,,
Seanny,BART,,,4249,,,,,,,,,,,,,
Seanny,BART,,,4249,,,,,,,,,,,,,
Seanny,BART,,,4251,,,,,,,,,,,,,
Seanny,BART,,,4253,,,,,,,,,,,,,
Seanny,BART,,,4255,,,,,,,,,,,,,
Seanny,BART,,,4255,,,,,,,,,,,,,
Seanny,BART,,,4255,,,,,,,,,,,,,
Seanny,BART,,,4255,,,,,,,,,,,,,
Seanny,BART,,,4255,,,,,,,,,,,,,
Seanny,BART,,,4255,,,,,,,,,,,,,
Seanny,BART,,,4255,,,,,,,,,,,,,
Seanny,BART,,,4257,,,,,,,,,,,,,
Seanny,BART,,,4257,,,,,,,,,,,,,
Seanny,BART,,,4261,,,,,,,,,,,,,
Seanny,BART,,,4267,,,,,,,,,,,,,
Seanny,BART,,,4267,,,,,,,,,,,,,
Seanny,BART,,,4268,,,,,,,,,,,,,
Seanny,BART,,,4281,,,,,,,,,,,,,
Seanny,BART,,,4284,,,,,,,,,,,,,
Seanny,BART,,,4286,,,,,,,,,,,,,
Seanny,BART,,,4286,,,,,,,,,,,,,
Seanny,BART,,,4287,,,,,,,,,,,,,
Seanny,BART,,,4287,,,,,,,,,,,,,
Seanny,BART,,,4288,,,,,,,,,,,,,
Seanny,BART,,,4295,,,,,,,,,,,,,
Seanny,BART,,,4298,,,,,,,,,,,,,
Seanny,BART,,,4303,,,,,,,,,,,,,
Seanny,BART,,,4313,,,,,,,,,,,,,
Seanny,BART,,,4315,,,,,,,,,,,,,
Seanny,BART,,,4319,,,,,,,,,,,,,
Seanny,BART,,,4330,,,,,,,,,,,,,
Seanny,BART,,,4361,,,,,,,,,,,,,
Seanny,BART,,,4366,,,,,,,,,,,,,
Seanny,MUNI,,,496,,,,,,,,,,,,,
Seanny,MUNI,,,1006,,,,,,,,,,,,,
Seanny,MUNI,,,1009,,,,,,,,,,,,,
Seanny,MUNI,,,1015,,,,,,,,,,,,,
Seanny,MUNI,,,1015,,,,,,,,,,,,,
Seanny,MUNI,,,1050,,,,,,,,,,,,,
Seanny,MUNI,,,1050,,,,,,,,,,,,,
Seanny,MUNI,,,1050,,,,,,,,,,,,,
Seanny,MUNI,,,1050,,,,,,,,,,,,,
Seanny,MUNI,,,1052,,,,,,,,,,,,,
Seanny,MUNI,,,1052,,,,,,,,,,,,,
Seanny,MUNI,,,1055,,,,,,,,,,,,,
Seanny,MUNI,,,1057,,,,,,,,,,,,,
Seanny,MUNI,,,1058,,,,,,,,,,,,,
Seanny,MUNI,,,1059,,,,,,,,,,,,,
Seanny,MUNI,,,1059,,,,,,,,,,,,,
Seanny,MUNI,,,1059,,,,,,,,,,,,,
Seanny,MUNI,,,1059,,,,,,,,,,,,,
Seanny,MUNI,,,1059,,,,,,,,,,,,,
Seanny,MUNI,,,1059,,,,,,,,,,,,,
Seanny,MUNI,,,1061,,,,,,,,,,,,,
Seanny,MUNI,,,1070,,,,,,,,,,,,,
Seanny,MUNI,,,1072,,,,,,,,,,,,,
Seanny,MUNI,,,1074,,,,,,,,,,,,,
Seanny,MUNI,,,1074,,,,,,,,,,,,,
Seanny,MUNI,,,1076,,,,,,,,,,,,,
Seanny,MUNI,,,1410,,,,,,,,,,,,,
Seanny,MUNI,,,1413,,,,,,,,,,,,,
Seanny,MUNI,,,1424,,,,,,,,,,,,,
Seanny,MUNI,,,1431,,,,,,,,,,,,,
Seanny,MUNI,,,1433,,,,,,,,,,,,,
Seanny,MUNI,,,1436,,,,,,,,,,,,,
Seanny,MUNI,,,1436,,,,,,,,,,,,,
Seanny,MUNI,,,1441,,,,,,,,,,,,,
Seanny,MUNI,,,1444,,,,,,,,,,,,,
Seanny,MUNI,,,1449,,,,,,,,,,,,,
Seanny,MUNI,,,1449,,,,,,,,,,,,,
Seanny,MUNI,,,1451,,,,,,,,,,,,,
Seanny,MUNI,,,1453,,,,,,,,,,,,,
Seanny,MUNI,,,1456,,,,,,,,,,,,,
Seanny,MUNI,,,1458,,,,,,,,,,,,,
Seanny,MUNI,,,1458,,,,,,,,,,,,,
Seanny,MUNI,,,1459,,,,,,,,,,,,,
Seanny,MUNI,,,1460,,,,,,,,,,,,,
Seanny,MUNI,,,1460,,,,,,,,,,,,,
Seanny,MUNI,,,1462,,,,,,,,,,,,,
Seanny,MUNI,,,1463,,,,,,,,,,,,,
Seanny,MUNI,,,1463,,,,,,,,,,,,,
Seanny,MUNI,,,1464,,,,,,,,,,,,,
Seanny,MUNI,,,1465,,,,,,,,,,,,,
Seanny,MUNI,,,1467,,,,,,,,,,,,,
Seanny,MUNI,,,1468,,,,,,,,,,,,,
Seanny,MUNI,,,1470,,,,,,,,,,,,,
Seanny,MUNI,,,1471,,,,,,,,,,,,,
Seanny,MUNI,,,1472,,,,,,,,,,,,,
Seanny,MUNI,,,1472,,,,,,,,,,,,,
Seanny,MUNI,,,1475,,,,,,,,,,,,,
Seanny,MUNI,,,1477,,,,,,,,,,,,,
Seanny,MUNI,,,1478,,,,,,,,,,,,,
Seanny,MUNI,,,1478,,,,,,,,,,,,,
Seanny,MUNI,,,1479,,,,,,,,,,,,,
Seanny,MUNI,,,1480,,,,,,,,,,,,,
Seanny,MUNI,,,1482,,,,,,,,,,,,,
Seanny,MUNI,,,1484,,,,,,,,,,,,,
Seanny,MUNI,,,1485,,,,,,,,,,,,,
Seanny,MUNI,,,1485,,,,,,,,,,,,,
Seanny,MUNI,,,1486,,,,,,,,,,,,,
Seanny,MUNI,,,1487,,,,,,,,,,,,,
Seanny,MUNI,,,1491,,,,,,,,,,,,,
Seanny,MUNI,,,1493,,,,,,,,,,,,,
Seanny,MUNI,,,1493,,,,,,,,,,,,,
Seanny,MUNI,,,1495,,,,,,,,,,,,,
Seanny,MUNI,,,1495,,,,,,,,,,,,,
Seanny,MUNI,,,1497,,,,,,,,,,,,,
Seanny,MUNI,,,1497,,,,,,,,,,,,,
Seanny,MUNI,,,1498,,,,,,,,,,,,,
Seanny,MUNI,,,1502,,,,,,,,,,,,,
Seanny,MUNI,,,1502,,,,,,,,,,,,,
Seanny,MUNI,,,1504,,,,,,,,,,,,,
Seanny,MUNI,,,1504,,,,,,,,,,,,,
Seanny,MUNI,,,1504,,,,,,,,,,,,,
Seanny,MUNI,,,1505,,,,,,,,,,,,,
Seanny,MUNI,,,1506,,,,,,,,,,,,,
Seanny,MUNI,,,1507,,,,,,,,,,,,,
Seanny,MUNI,,,1509,,,,,,,,,,,,,
Seanny,MUNI,,,1510,,,,,,,,,,,,,
Seanny,MUNI,,,1511,,,,,,,,,,,,,
Seanny,MUNI,,,1512,,,,,,,,,,,,,
Seanny,MUNI,,,1512,,,,,,,,,,,,,
Seanny,MUNI,,,1513,,,,,,,,,,,,,
Seanny,MUNI,,,1514,,,,,,,,,,,,,
Seanny,MUNI,,,1515,,,,,,,,,,,,,
Seanny,MUNI,,,1516,,,,,,,,,,,,,
Seanny,MUNI,,,1518,,,,,,,,,,,,,
Seanny,MUNI,,,1521,,,,,,,,,,,,,
Seanny,MUNI,,,1522,,,,,,,,,,,,,
Seanny,MUNI,,,1524,,,,,,,,,,,,,
Seanny,MUNI,,,1525,,,,,,,,,,,,,
Seanny,MUNI,,,1527,,,,,,,,,,,,,
Seanny,MUNI,,,1529,,,,,,,,,,,,,
Seanny,MUNI,,,1530,,,,,,,,,,,,,
Seanny,MUNI,,,1530,,,,,,,,,,,,,
Seanny,MUNI,,,1530,,,,,,,,,,,,,
Seanny,MUNI,,,1530,,,,,,,,,,,,,
Seanny,MUNI,,,1532,,,,,,,,,,,,,
Seanny,MUNI,,,1533,,,,,,,,,,,,,
Seanny,MUNI,,,1534,,,,,,,,,,,,,
Seanny,MUNI,,,1534,,,,,,,,,,,,,
Seanny,MUNI,,,1534,,,,,,,,,,,,,
Seanny,MUNI,,,1536,,,,,,,,,,,,,
Seanny,MUNI,,,1536,,,,,,,,,,,,,
Seanny,MUNI,,,1540,,,,,,,,,,,,,
Seanny,MUNI,,,1540,,,,,,,,,,,,,
Seanny,MUNI,,,1540,,,,,,,,,,,,,
Seanny,MUNI,,,1542,,,,,,,,,,,,,
Seanny,MUNI,,,1544,,,,,,,,,,,,,
Seanny,MUNI,,,1544,,,,,,,,,,,,,
Seanny,MUNI,,,1544,,,,,,,,,,,,,
Seanny,MUNI,,,1545,,,,,,,,,,,,,
Seanny,MUNI,,,1545,,,,,,,,,,,,,
Seanny,MUNI,,,1548,,,,,,,,,,,,,
Seanny,MUNI,,,1548,,,,,,,,,,,,,
Seanny,MUNI,,,1548,,,,,,,,,,,,,
Seanny,MUNI,,,1550,,,,,,,,,,,,,
Seanny,MUNI,,,1550,,,,,,,,,,,,,
Seanny,MUNI,,,2002,,,,,,,,,,,,,
Seanny,MUNI,,,2003,,,,,,,,,,,,,
Seanny,MUNI,,,2004,,,,,,,,,,,,,
Seanny,MUNI,,,2004,,,,,,,,,,,,,
Seanny,MUNI,,,2004,,,,,,,,,,,,,
Seanny,MUNI,,,2004,,,,,,,,,,,,,
Seanny,MUNI,,,2005,,,,,,,,,,,,,
Seanny,MUNI,,,2006,,,,,,,,,,,,,
Seanny,MUNI,,,2006,,,,,,,,,,,,,
Seanny,MUNI,,,2007,,,,,,,,,,,,,
Seanny,MUNI,,,2007,,,,,,,,,,,,,
Seanny,MUNI,,,2008,,,,,,,,,,,,,
Seanny,MUNI,,,2008,,,,,,,,,,,,,
Seanny,MUNI,,,2010,,,,,,,,,,,,,
Seanny,MUNI,,,2010,,,,,,,,,,,,,
Seanny,MUNI,,,2010,,,,,,,,,,,,,
Seanny,MUNI,,,2011,,,,,,,,,,,,,
Seanny,MUNI,,,2011,,,,,,,,,,,,,
Seanny,MUNI,,,2012,,,,,,,,,,,,,
Seanny,MUNI,,,2012,,,,,,,,,,,,,
Seanny,MUNI,,,2012,,,,,,,,,,,,,
Seanny,MUNI,,,2012,,,,,,,,,,,,,
Seanny,MUNI,,,2013,,,,,,,,,,,,,
Seanny,MUNI,,,2013,,,,,,,,,,,,,
Seanny,MUNI,,,2013,,,,,,,,,,,,,
Seanny,MUNI,,,2013,,,,,,,,,,,,,
Seanny,MUNI,,,2014,,,,,,,,,,,,,
Seanny,MUNI,,,2015,,,,,,,,,,,,,
Seanny,MUNI,,,2016,,,,,,,,,,,,,
Seanny,MUNI,,,2019,,,,,,,,,,,,,
Seanny,MUNI,,,2020,,,,,,,,,,,,,
Seanny,MUNI,,,2020,,,,,,,,,,,,,
Seanny,MUNI,,,2022,,,,,,,,,,,,,
Seanny,MUNI,,,2022,,,,,,,,,,,,,
Seanny,MUNI,,,2022,,,,,,,,,,,,,
Seanny,MUNI,,,2022,,,,,,,,,,,,,
Seanny,MUNI,,,2022,,,,,,,,,,,,,
Seanny,MUNI,,,2023,,,,,,,,,,,,,
Seanny,MUNI,,,2023,,,,,,,,,,,,,
Seanny,MUNI,,,2023,,,,,,,,,,,,,
Seanny,MUNI,,,2023,,,,,,,,,,,,,
Seanny,MUNI,,,2024,,,,,,,,,,,,,
Seanny,MUNI,,,2026,,,,,,,,,,,,,
Seanny,MUNI,,,2027,,,,,,,,,,,,,
Seanny,MUNI,,,2028,,,,,,,,,,,,,
Seanny,MUNI,,,2028,,,,,,,,,,,,,
Seanny,MUNI,,,2030,,,,,,,,,,,,,
Seanny,MUNI,,,2030,,,,,,,,,,,,,
Seanny,MUNI,,,2031,,,,,,,,,,,,,
Seanny,MUNI,,,2031,,,,,,,,,,,,,
Seanny,MUNI,,,2031,,,,,,,,,,,,,
Seanny,MUNI,,,2032,,,,,,,,,,,,,
Seanny,MUNI,,,2033,,,,,,,,,,,,,
Seanny,MUNI,,,2033,,,,,,,,,,,,,
Seanny,MUNI,,,2035,,,,,,,,,,,,,
Seanny,MUNI,,,2035,,,,,,,,,,,,,
Seanny,MUNI,,,2035,,,,,,,,,,,,,
Seanny,MUNI,,,2036,,,,,,,,,,,,,
Seanny,MUNI,,,2037,,,,,,,,,,,,,
Seanny,MUNI,,,2039,,,,,,,,,,,,,
Seanny,MUNI,,,2040,,,,,,,,,,,,,
Seanny,MUNI,,,2040,,,,,,,,,,,,,
Seanny,MUNI,,,2040,,,,,,,,,,,,,
Seanny,MUNI,,,2041,,,,,,,,,,,,,
Seanny,MUNI,,,2041,,,,,,,,,,,,,
Seanny,MUNI,,,2041,,,,,,,,,,,,,
Seanny,MUNI,,,2042,,,,,,,,,,,,,
Seanny,MUNI,,,2044,,,,,,,,,,,,,
Seanny,MUNI,,,2044,,,,,,,,,,,,,
Seanny,MUNI,,,2045,,,,,,,,,,,,,
Seanny,MUNI,,,2046,,,,,,,,,,,,,
Seanny,MUNI,,,2046,,,,,,,,,,,,,
Seanny,MUNI,,,2047,,,,,,,,,,,,,
Seanny,MUNI,,,2048,,,,,,,,,,,,,
Seanny,MUNI,,,2048,,,,,,,,,,,,,
Seanny,MUNI,,,2049,,,,,,,,,,,,,
Seanny,MUNI,,,2049,,,,,,,,,,,,,
Seanny,MUNI,,,2050,,,,,,,,,,,,,
Seanny,MUNI,,,2050,,,,,,,,,,,,,
Seanny,MUNI,,,2051,,,,,,,,,,,,,
Seanny,MUNI,,,2052,,,,,,,,,,,,,
Seanny,MUNI,,,2053,,,,,,,,,,,,,
Seanny,MUNI,,,2053,,,,,,,,,,,,,
Seanny,MUNI,,,2054,,,,,,,,,,,,,
Seanny,MUNI,,,2054,,,,,,,,,,,,,
Seanny,MUNI,,,2055,,,,,,,,,,,,,
Seanny,MUNI,,,2055,,,,,,,,,,,,,
Seanny,MUNI,,,2056,,,,,,,,,,,,,
Seanny,MUNI,,,2056,,,,,,,,,,,,,
Seanny,MUNI,,,2056,,,,,,,,,,,,,
Seanny,MUNI,,,2057,,,,,,,,,,,,,
Seanny,MUNI,,,2057,,,,,,,,,,,,,
Seanny,MUNI,,,2059,,,,,,,,,,,,,
Seanny,MUNI,,,2061,,,,,,,,,,,,,
Seanny,MUNI,,,2061,,,,,,,,,,,,,
Seanny,MUNI,,,2062,,,,,,,,,,,,,
Seanny,MUNI,,,2062,,,,,,,,,,,,,
Seanny,MUNI,,,2062,,,,,,,,,,,,,
Seanny,MUNI,,,2062,,,,,,,,,,,,,
Seanny,MUNI,,,2062,,,,,,,,,,,,,
Seanny,MUNI,,,2063,,,,,,,,,,,,,
Seanny,MUNI,,,2064,,,,,,,,,,,,,
Seanny,MUNI,,,2065,,,,,,,,,,,,,
Seanny,MUNI,,,2066,,,,,,,,,,,,,
Seanny,MUNI,,,2067,,,,,,,,,,,,,
Seanny,MUNI,,,2068,,,,,,,,,,,,,
Seanny,MUNI,,,2068,,,,,,,,,,,,,
Seanny,MUNI,,,2068,,,,,,,,,,,,,
Seanny,MUNI,,,2069,,,,,,,,,,,,,
Seanny,MUNI,,,2070,,,,,,,,,,,,,
Seanny,MUNI,,,2070,,,,,,,,,,,,,
Seanny,MUNI,,,2072,,,,,,,,,,,,,
Seanny,MUNI,,,2074,,,,,,,,,,,,,
Seanny,MUNI,,,2074,,,,,,,,,,,,,
Seanny,MUNI,,,2074,,,,,,,,,,,,,
Seanny,MUNI,,,2076,,,,,,,,,,,,,
Seanny,MUNI,,,2077,,,,,,,,,,,,,
Seanny,MUNI,,,2077,,,,,,,,,,,,,
Seanny,MUNI,,,2078,,,,,,,,,,,,,
Seanny,MUNI,,,2080,,,,,,,,,,,,,
Seanny,MUNI,,,2082,,,,,,,,,,,,,
Seanny,MUNI,,,2082,,,,,,,,,,,,,
Seanny,MUNI,,,2083,,,,,,,,,,,,,
Seanny,MUNI,,,2084,,,,,,,,,,,,,
Seanny,MUNI,,,2085,,,,,,,,,,,,,
Seanny,MUNI,,,2085,,,,,,,,,,,,,
Seanny,MUNI,,,2086,,,,,,,,,,,,,
Seanny,MUNI,,,2086,,,,,,,,,,,,,
Seanny,MUNI,,,2087,,,,,,,,,,,,,
Seanny,MUNI,,,2091,,,,,,,,,,,,,
Seanny,MUNI,,,2092,,,,,,,,,,,,,
Seanny,MUNI,,,2094,,,,,,,,,,,,,
Seanny,MUNI,,,2095,,,,,,,,,,,,,
Seanny,MUNI,,,2099,,,,,,,,,,,,,
Seanny,MUNI,,,2102,,,,,,,,,,,,,
Seanny,MUNI,,,2103,,,,,,,,,,,,,
Seanny,MUNI,,,2105,,,,,,,,,,,,,
Seanny,MUNI,,,6601,,,,,,,,,,,,,
Seanny,MUNI,,,6667,,,,,,,,,,,,,
Seanny,MUNI,,,6671,,,,,,,,,,,,,
Seanny,MUNI,,,6676,,,,,,,,,,,,,
Seanny,MUNI,,,6680,,,,,,,,,,,,,
Seanny,MUNI,,,6696,,,,,,,,,,,,,
Seanny,MUNI,,,7234,,,,,,,,,,,,,
Seanny,MUNI,,,8613,,,,,,,,,,,,,
Seanny,MUNI,,,8616,,,,,,,,,,,,,
Seanny,MUNI,,,8734,,,,,,,,,,,,,
Seanny,MUNI,,,8809,,,,,,,,,,,,,
Seanny,MUNI,,,8842,,,,,,,,,,,,,
Seanny,MUNI,,,8843,,,,,,,,,,,,,
Seanny,MUNI,,,8886,,,,,,,,,,,,,
Seanny,MUNI,,,8955,,,,,,,,,,,,,
Seanny,MUNI,,,8965,,,,,,,,,,,,,
Seanny,MUNI,N,,2105,,,,Embarcadero,Church,,,,,,,,
Seanny,BART,Red,,4261,,,,12th St,Embarcadero,,,,,,,,
Seanny,MUNI,M,,2115,,,,Church Station,Embarcadero ,2023-11-11,13:00:00,,,,,,
Seanny,BART,Blue,,4001,,,,Embarcadero ,Lake Merrit,2023-11-11,13:25:00,,,,,,
Seanny,BART,Yellow,,4083,,,,12th St,24th St,2023-11-11,15:46:00,,,,,,
Seanny,BART,Green,,4371,,,,24th St,Powell,2023-11-11,17:25:00,,,,,,
Seanny,BART,Yellow,,4083,,,,Powell,12th St,2023-11-11,20:36:00,,,,,,
Seanny,BART,Yellow,,4090,,,,12th St,Embarcadero,2023-11-14,16:55:00,,,,,,
Seanny,BART,Yellow,,4366,,,,Embarcadero ,12th St,2023-11-14,17:40:00,,,,,,
Seanny,BART,Yellow,,4206,,,,12th St,Embarcadero ,2023-11-15,11:21:00,,,,,,
Seanny,BART,Green,,4165,,,,Embarcadero,Lake Merrit,2023-11-15,12:40:00,,,,,,
Seanny,Aer Lingus,EI 60,,EI-EIM,,,,SFO,DUB,2023-11-15,,,,Airbus A330-302,A333,St Sillan / Síoláin,
Seanny,Luas,Red,,3011,,,,The Point,Abbey Street,2023-11-16,16:56:00,,,,,,
Seanny,Luas,Red,,4003,,,,Abbey Street,The Point,2023-11-16,21:16:00,,,,,,
Seanny,Luas,Red - Tallaght,,3014,,,,The Point,Abbey Street,2023-11-17,12:14:00,,,,,,
Seanny,Luas,Red - Saggart,,3005,,,,Abbey Street,Smithfield ,2023-11-17,12:50:00,,,,,,
Seanny,Luas,Red - The Point ,,3013,,,,Smithfield ,The Point ,2023-11-17,14:30:00,,,,,,
Seanny,Luas,Red,,3005,,,,The Point,Jervis,2023-11-17,20:28:00,,,,,,
Seanny,Luas,Red,,3008,,,,Jervis,The Point,2023-11-17,,,,,,,
Seanny,Dublin Bus,G1,,SG 351,,,,7883,7890,2023-11-17,,,,,,,
Seanny,Dublin Bus,G2,,PA 227,,,,7890,7889,2023-11-17,,,,,,,
Seanny,Luas,Red - The Point,,3025,,,,Mayor Square - NCI,The Point,2023-11-18,16:40:00,,,,,,
Seanny,Luas,Green - Broombridge,,5017,,,,,O'Conell - GPO,2023-11-18,17:45:00,,,,,,
Seanny,Luas,Red - The Point,,3022,,,,Abbey Street,The Point,2023-11-18,17:51:00,,,,,,
Seanny,Luas,Red - Tallaght,,3025,,,,The Point,Mayor Square - NCI,2023-11-18,18:55:00,,,,,,
Seanny,Luas,Red - Tallaght,,3018,,,,The Point,Jervis,2023-11-18,21:33:00,,,,,,
Seanny,Dublin Bus,G1,,SG 523,,,,7883,7890,2023-11-19,1:59:00,,,,,,
Seanny,Dublin Bus,151 - Docklands,,,,,,2383,7623,2023-11-19,17:00:00,,,,,,
Seanny,Luas,Red - Tallaght,,3006,,,,The Point,Jervis,2023-11-19,17:51:00,,,,,,
Seanny,Luas,Red - The Point,,3016,,,,Jervis,The Point,2023-11-19,21:51:00,,,,,,
Seanny,Luas,Red - Tallaght ,,3015,,,,The Point,James's,2023-11-20,11:42:00,,,,,,
Seanny,Luas,Green,,5028,,,,Marlborough,St. Stephen's Green,2023-11-20,15:45:00,,,,,,
Seanny,Luas,Green - Parnell,,5003,,,,Dawson,O'Connell GPO,2023-11-20,19:34:00,,,,,,
Seanny,Luas,Red - The Point ,,3021,,,,Abbey Street ,The Point,2023-11-20,19:38:00,,,,,,
Seanny,Luas,Red,,3017,,,,James's,Abbey Street,2023-11-20,,,,,,,
Seanny,Luas,Red - Saggart,,3018,,,,The Point,Heuston ,2023-11-21,12:58:00,,,,,,
Seanny,Irish Rail,,,22133,,,,Dublin Houston,Portlaoise,2023-11-21,14:00:00,,,,,,
Seanny,Luas,Red - The Point,,3006,,,,Heuston,The Point,2023-11-21,20:18:00,,,,,,
Seanny,Irish Rail,,,4203,,,,Portlaoise,Dublin Heuston,2023-11-21,20:19:00,,,,,,
Seanny,Luas,Red - Tallaght,,4013,,,,The Point,Abbey Street,2023-11-22,10:30:00,,,,,,
Seanny,Luas,Red - The Point ,,3020,,,,Abbey Street,The Point,2023-11-22,12:15:00,,,,,,
Seanny,Luas,Green - Sandyford,,5007,,,,Marlborough,Trinity,2023-11-22,15:01:00,,,,,,
Seanny,Luas,Green - Sandyford,,5037,,,,Dawson ,Dunedin,2023-11-22,17:39:00,,,,,,
Seanny,Luas,Green - Parnell,,5031,,,,Baldly,Westmoreland,2023-11-22,19:35:00,,,,,,
Seanny,Luas,Red - The Point ,,3013,,,,Jervis,The Point,2023-11-22,21:20:00,,,,,,
Seanny,Luas,Red - The Point ,,3013,,,,Jervis,The Point,2023-11-22,23:42:00,,,,,,
Seanny,Luas,Red - Tallaght ,,4013,,,,The Point,Jervis,2023-11-22,,,,,,,
Seanny,Luas,Red,,3021,,,,The Point,Abbey St,2023-11-23,12:43:00,,,,,,
Seanny,Luas,Red,,3013,,,,The Point,Abbey St,2023-11-23,18:20:00,,,,,,
Seanny,Dublin Bus,G2,,PA 238,,,,7890,,2023-11-24,12:47:00,,,,,,
Seanny,DART,,,8528,,,,Grand Canal Dock,Bray Daly,2023-11-24,15:08:00,,,,,,
Seanny,DART,,,8629,,,,Bray Daly,Tara St,2023-11-24,18:37:00,,,,,,
Seanny,Dublin Bus,G2,,SG 459,,,,407,7890,2023-11-24,,,,,,,
Seanny,Dublin Bus,G2,,SG 353,,,,7890,303,2023-11-24,,,,,,,
Seanny,Dublin Bus,15,,SG 491,,,,301,1076,2023-11-24,,,,,,,
Seanny,DART,,,8339,,,,Connolly,Howth,2023-11-25,11:44:00,,,,,,
Seanny,Luas,Red - The Point,,3014,,,,Busáras,The Point,2023-11-25,16:08:00,,,,,,
Seanny,DART,,,8324,,,,Howth,Connolly,2023-11-25,17:17:00,,,,,,
Seanny,Dublin Bus,G1,,PA 232,,,,7890,,2023-11-25,20:37:00,,,,,,
Seanny,Luas,Red - The Point ,,4004,,,,Abbey St,The Point,2023-11-25,22:56:00,,,,,,
Seanny,Luas,Red - Saggart,,3005,,,,The Point,Busáras,2023-11-25,,,,,,,
Seanny,Dublin Bus,G2,,SG 456,,,,2498,7890,2023-11-25,,,,,,,
Seanny,Luas,Red,,4007,,,,The Point,Abbey St,2023-11-26,,,,,,,
